user_id,project_id,skill_match_score,average_skill_level,role_match,time_match_score,domain_match,experience_gap,collaboration_style_match,team_atmosphere_match,target_score
93,3,0.5,1.5556,1,0.8571,0,3,0,0,52.25
93,4,0.5,1.5,1,1.0,0,4,0,0,53.06
93,5,0.75,1.8571,1,1.0,0,4,0,0,63.79
93,6,0.6667,1.5556,1,0.7826,0,4,0,0,48.44
93,7,0.6875,1.375,1,1.0,0,4,0,1,55.23
93,8,0.56,1.5,1,1.0,0,0,1,0,60.39
93,9,0.3158,0.9,0,1.0,0,0,0,0,38.93
93,10,0.6,1.3333,0,1.0,0,2,0,1,40.59
93,11,0.3571,0.75,0,1.0,0,3,0,0,28.26
93,12,0.3846,0.8571,0,1.0,0,4,0,1,34.44
93,13,0.5294,1.1,0,0.9474,0,3,1,0,39.07
93,14,0.7273,2.0,1,0.8182,1,1,0,0,67.08
93,15,0.1538,0.4,0,1.0,0,2,0,0,26.94
93,16,0.3529,0.7778,0,0.7826,0,4,0,0,30.87
93,17,0.6667,1.625,0,1.0,1,3,0,1,55.13
93,18,0.5,1.2,1,1.0,0,0,0,0,56.52
93,19,0.5882,1.6667,1,1.0,0,4,0,0,55.58
93,20,0.6667,1.8571,0,1.0,0,3,0,0,42.81
93,21,0.4545,1.4,1,0.7826,0,2,1,0,55.0
93,22,0.6111,1.5,1,1.0,0,1,0,0,60.02
93,23,0.7857,2.3333,1,1.0,0,4,0,0,63.16
93,24,0.7,1.2857,0,1.0,0,4,1,1,44.55
93,25,0.4545,1.0,0,1.0,0,1,0,1,53.41
93,26,0.5652,1.25,1,1.0,0,2,0,0,55.14
93,27,0.4615,1.5714,1,1.0,0,0,0,0,61.35
93,28,0.5833,1.6667,0,1.0,0,4,0,0,46.67
93,29,0.5385,1.8333,1,1.0,0,2,0,1,60.1
93,30,0.6667,1.0,1,1.0,0,1,0,0,55.0
93,31,0.2857,0.7143,0,0.72,0,0,0,0,28.34
93,32,0.3333,0.75,0,1.0,0,3,0,1,33.43
93,33,0.4375,1.375,1,0.9474,0,2,0,0,50.54
93,34,0.7273,1.7143,0,1.0,0,2,0,0,49.03
93,35,0.6111,1.6,1,1.0,0,4,0,0,50.46
93,36,0.5385,1.4615,0,1.0,1,1,0,0,50.35
93,37,0.2667,0.8571,0,1.0,0,0,0,0,38.67
93,38,0.4,1.4,1,1.0,0,4,1,0,46.82
93,39,0.5,1.2222,1,0.75,0,2,1,0,53.21
93,40,0.1429,0.5,0,1.0,0,1,0,1,29.68
93,41,0.5294,1.375,1,0.8571,0,4,0,0,48.36
93,42,0.2857,0.4444,0,1.0,0,2,0,0,24.64
93,43,0.6923,1.375,1,1.0,0,1,0,0,54.8
93,44,0.4615,1.5,0,1.0,0,4,0,1,42.45
93,45,0.7368,1.875,1,0.9,0,3,0,0,56.8
93,46,0.4444,1.1111,0,1.0,0,2,0,0,42.22
93,47,0.7647,1.875,1,1.0,0,4,0,0,54.36
93,48,0.4211,1.2,0,1.0,0,3,1,0,37.41
93,49,0.3636,0.6667,0,1.0,0,2,1,0,32.54
93,50,0.5,1.3333,1,0.9,0,0,0,0,54.66
93,51,0.3,1.0,1,1.0,0,1,0,0,53.63
93,52,0.6923,1.625,1,1.0,0,4,0,0,47.35
93,53,0.6,1.75,1,0.72,0,3,0,0,49.38
93,54,0.5,1.0909,1,1.0,0,4,0,0,44.92
93,55,0.4615,0.875,1,1.0,0,3,0,0,32.16
93,56,0.4615,1.5714,1,1.0,0,4,0,0,50.27
93,57,0.3846,1.0,0,1.0,0,3,0,0,36.4
93,58,0.75,2.0,0,0.72,0,4,0,0,39.75
93,59,0.6111,1.5,1,1.0,0,1,0,1,61.36
93,60,0.6316,1.3333,1,1.0,0,2,0,0,60.49
93,61,0.3636,1.0,0,1.0,0,3,0,0,38.31
93,62,0.6923,1.5,1,1.0,0,3,0,0,57.72
93,63,0.4,1.5714,0,1.0,0,1,0,0,33.29
93,64,0.5769,1.25,1,0.75,0,1,1,0,58.65
93,65,0.4167,0.7143,1,1.0,1,3,0,0,63.58
93,66,0.5789,1.3333,1,0.75,0,3,1,0,51.14
93,67,0.5,0.8571,0,0.9,0,1,0,1,43.47
93,68,0.9,2.0,1,1.0,0,4,0,0,64.15
93,69,0.52,1.0833,1,1.0,1,4,0,0,53.45
93,70,0.4545,1.4,1,1.0,0,1,0,0,59.59
93,71,0.5714,1.75,1,1.0,0,0,0,0,62.17
93,72,0.7059,1.8,1,1.0,0,2,0,0,63.24
93,73,0.3333,0.8,0,0.9,0,2,0,1,38.58
93,74,0.4348,1.1,1,1.0,0,0,0,0,53.62
93,75,0.55,1.3333,1,1.0,0,3,0,0,50.69
93,76,0.6667,1.6667,0,0.9,0,4,1,0,38.16
93,77,0.6667,1.6,1,1.0,0,0,0,0,68.38
93,78,0.4,1.2857,1,1.0,0,4,0,0,41.07
93,79,0.3462,1.0833,1,0.9,0,1,1,0,52.48
93,80,0.7647,1.875,1,0.7826,0,2,1,0,62.4
94,1,0.7857,1.625,1,1.0,0,2,0,0,57.33
94,2,0.3846,1.0,0,1.0,1,0,1,0,46.4
94,3,0.4583,0.8889,1,1.0,0,3,0,1,52.55
94,4,0.4375,0.875,0,1.0,0,4,0,1,37.85
94,5,0.3125,0.4286,0,1.0,1,4,0,0,32.89
94,6,0.375,0.5556,0,1.0,0,4,0,0,31.36
94,7,0.5,0.875,1,1.0,0,4,0,0,41.5
94,8,0.36,0.9,1,1.0,0,0,1,0,52.1
94,9,0.3684,0.8,1,1.0,0,0,0,0,48.06
94,10,0.5333,0.8889,1,1.0,0,2,0,0,60.87
94,11,0.4286,0.5,0,1.0,0,3,0,0,34.77
94,12,0.4615,1.1429,1,1.0,0,4,0,0,46.15
94,13,0.1765,0.3,0,1.0,0,3,1,0,28.76
94,14,0.5455,1.1429,1,1.0,0,1,0,0,64.76
94,15,0.2308,0.4,0,1.0,0,2,0,1,28.57
94,16,0.2941,0.6667,0,1.0,0,4,0,0,28.01
94,17,0.5714,1.25,1,1.0,0,3,0,0,54.17
94,18,0.4545,0.9,1,1.0,0,0,0,1,62.46
94,19,0.3529,0.7778,1,1.0,0,4,0,0,42.16
94,20,0.5833,1.2857,1,1.0,0,3,0,0,52.36
94,21,0.2727,0.7,1,1.0,0,2,1,0,48.95
94,22,0.6667,1.625,0,1.0,0,1,0,0,53.92
94,23,0.5714,1.3333,0,1.0,0,4,0,1,32.56
94,24,0.4,0.4286,0,1.0,0,4,1,0,33.78
94,25,0.4545,0.2857,0,1.0,0,1,0,0,37.17
94,26,0.4783,1.0,1,1.0,0,2,0,0,50.29
94,27,0.3846,1.4286,1,1.0,0,0,0,0,51.93
94,28,0.3333,0.5,1,1.0,0,4,0,1,43.04
94,29,0.4615,1.1667,0,1.0,1,2,0,0,46.38
94,30,0.5333,1.0,0,1.0,0,1,0,0,44.37
94,31,0.2857,0.2857,0,1.0,0,0,0,0,33.57
94,32,0.2778,0.625,0,1.0,0,3,0,0,27.88
94,33,0.375,0.875,1,1.0,1,2,0,0,50.75
94,34,0.5455,1.1429,1,1.0,0,2,0,0,52.16
94,35,0.5,1.2,1,1.0,0,4,0,0,45.46
94,36,0.4231,0.9231,1,1.0,0,1,0,0,55.69
94,37,0.3333,0.5714,0,1.0,0,0,0,0,32.95
94,38,0.2667,0.7,0,1.0,0,4,1,0,31.12
94,39,0.375,0.8889,0,1.0,0,2,1,1,42.09
94,40,0.4286,0.875,0,1.0,0,1,0,0,37.88
94,41,0.4118,1.25,1,1.0,0,4,0,0,38.98
94,42,0.381,0.5556,0,1.0,0,2,0,0,32.47
94,43,0.6154,1.25,1,1.0,1,1,0,0,67.96
94,44,0.2308,0.875,1,1.0,0,4,0,0,21.73
94,45,0.5263,1.25,0,1.0,0,3,0,0,39.63
94,46,0.4444,1.0,1,1.0,0,2,0,0,49.95
94,47,0.4706,1.125,1,1.0,0,4,0,0,46.1
94,48,0.2105,0.8,1,1.0,1,3,1,0,48.94
94,49,0.6364,0.6667,0,1.0,1,2,1,0,61.76
94,50,0.3889,1.1111,0,1.0,0,0,0,0,36.77
94,51,0.3,0.7,0,1.0,0,1,0,1,31.6
94,52,0.4615,1.25,1,1.0,0,4,0,0,50.34
94,53,0.2667,0.875,1,1.0,0,3,0,1,38.81
94,54,0.25,0.6364,1,1.0,0,4,0,0,31.33
94,55,0.3846,0.875,0,1.0,0,3,0,0,35.09
94,56,0.5385,1.1429,1,1.0,0,4,0,0,51.85
94,57,0.2308,0.3333,0,1.0,0,3,0,0,31.1
94,58,0.6,1.25,1,1.0,0,4,0,1,52.09
94,59,0.6111,1.25,1,1.0,0,1,0,0,52.85
94,60,0.5263,0.8333,0,1.0,0,2,0,1,40.49
94,61,0.0909,0.2,0,1.0,0,3,0,0,20.72
94,62,0.3077,0.8333,0,1.0,0,3,0,0,22.9
94,63,0.3,1.0,1,1.0,0,1,0,0,45.15
94,64,0.3846,0.75,1,1.0,0,1,1,0,46.17
94,65,0.25,0.5714,0,1.0,0,3,0,0,22.65
94,66,0.5263,0.8889,1,1.0,0,3,1,1,60.32
94,67,0.4286,1.1429,1,1.0,0,1,0,0,50.07
94,68,0.6,1.5,1,1.0,0,4,0,0,48.14
94,69,0.36,0.75,0,1.0,0,4,0,0,38.65
94,70,0.3182,0.8,1,1.0,0,1,0,0,44.86
94,71,0.3571,0.875,1,1.0,0,0,0,0,56.64
94,72,0.5294,1.0,1,1.0,0,2,0,0,48.71
94,73,0.3333,0.6,0,1.0,0,2,0,0,27.1
94,74,0.4348,1.0,1,1.0,0,0,0,1,54.87
94,75,0.4,1.1111,0,1.0,0,3,0,0,33.18
94,76,0.5,1.2222,1,1.0,0,4,1,0,54.16
94,77,0.381,0.9,0,1.0,0,0,0,0,46.6
94,78,0.2,0.4286,0,1.0,0,4,0,1,29.11
94,79,0.3077,0.5,0,1.0,0,1,1,0,40.58
94,80,0.5882,1.5,1,1.0,0,2,1,0,49.27
95,1,0.5714,1.5,1,0.3684,0,-2,0,0,39.61
95,2,0.8462,2.1667,1,0.35,0,-4,0,0,52.44
95,3,0.25,0.6667,1,0.3333,0,-1,0,0,33.43
95,4,0.4375,1.125,1,0.875,0,0,0,0,52.95
95,5,0.4375,1.0,1,0.4118,0,0,0,0,50.31
95,6,0.4583,1.2222,1,0.3043,0,0,0,0,48.31
95,7,0.4375,1.5,1,0.4118,1,0,0,0,55.17
95,8,0.36,1.1,1,0.5385,0,-4,0,1,38.96
95,9,0.6316,1.3,1,1.0,0,-4,0,0,58.82
95,10,0.4,1.0,1,0.7778,0,-2,0,0,48.59
95,11,0.5714,2.0,1,0.6364,0,-1,0,0,50.46
95,12,0.6923,2.1429,1,0.4667,0,0,0,0,62.55
95,13,0.1765,0.7,1,0.3684,0,-1,0,1,31.82
95,14,0.1818,0.8571,1,0.3182,0,-3,0,0,26.08
95,15,0.3077,0.7,1,0.4118,0,-2,0,0,34.36
95,16,0.4706,1.2222,1,0.3043,1,0,0,1,61.11
95,17,0.4286,1.5,1,0.5385,0,-1,0,0,45.63
95,18,0.3636,1.2,1,1.0,0,-4,0,0,32.08
95,19,0.2353,0.5556,1,1.0,0,0,0,1,44.01
95,20,0.5,1.4286,1,0.4375,0,-1,1,0,59.92
95,21,0.3182,0.7,1,0.3043,1,-2,0,0,42.66
95,22,0.4444,1.5,1,1.0,0,-3,0,0,50.93
95,23,0.2857,1.0,1,0.3889,0,0,0,0,38.8
95,24,0.5,1.2857,1,0.4118,0,0,0,0,46.61
95,25,0.6364,1.2857,1,0.4667,0,-3,0,0,44.36
95,26,0.5217,1.3333,1,0.3889,0,-2,0,1,50.39
95,27,0.3846,1.1429,1,0.5,0,-4,0,1,40.17
95,28,0.25,0.5,1,0.4667,0,0,0,0,40.9
95,29,0.3077,1.0,1,1.0,0,-2,0,0,47.23
95,30,0.5333,1.4286,1,0.3889,0,-3,0,0,43.06
95,31,0.4286,1.1429,1,0.28,0,-4,1,0,43.48
95,32,0.5556,1.5,1,0.5385,1,-1,0,0,55.58
95,33,0.4375,0.875,1,0.3684,0,-2,0,0,39.08
95,34,0.3636,1.2857,1,1.0,0,-2,1,1,59.87
95,35,0.3889,1.0,1,0.5833,0,0,1,0,46.51
95,36,0.3846,1.0,1,0.5,0,-3,0,1,33.81
95,37,0.4667,0.8571,1,0.6364,1,-4,0,0,45.75
95,38,0.2667,0.8,1,0.7,0,0,0,0,42.47
95,39,0.4375,1.2222,1,0.2917,0,-2,0,0,40.37
95,40,0.5714,1.75,1,0.5833,0,-3,0,0,47.88
95,41,0.3529,1.0,1,0.3333,1,0,0,1,57.36
95,42,0.7619,1.8889,1,0.4667,0,-2,0,0,61.16
95,43,0.2308,0.625,1,0.875,0,-3,0,0,34.88
95,44,0.3077,1.0,1,1.0,0,0,0,0,40.6
95,45,0.5263,1.625,1,0.35,0,-1,0,0,44.85
95,46,0.5,1.6667,1,0.5,0,-2,1,0,44.71
95,47,0.2941,0.875,1,0.4118,0,0,0,0,42.67
95,48,0.2105,1.0,1,0.4118,0,-1,0,1,40.72
95,49,0.7273,2.1667,1,0.6364,0,-2,0,1,65.97
95,50,0.3889,0.6667,1,0.35,0,-4,0,0,29.73
95,51,0.3,0.9,1,0.5385,0,-3,0,0,29.37
95,52,0.3077,1.0,1,0.4667,0,0,1,0,43.85
95,53,0.2,0.75,1,0.28,1,-1,0,0,40.29
95,54,0.5,1.1818,1,1.0,0,0,0,0,44.6
95,55,0.5385,1.375,1,0.4667,1,-1,1,1,68.48
95,56,0.5385,1.2857,1,0.4667,1,0,0,0,64.02
95,57,0.5385,1.8333,1,0.4118,0,-1,0,0,51.23
95,58,0.45,1.625,1,0.28,1,0,0,0,56.35
95,59,0.5556,1.625,1,1.0,0,-3,1,0,54.8
95,60,0.3684,1.0,1,0.7,0,-2,0,0,41.69
95,61,0.5455,1.8,1,0.875,1,-1,0,0,62.47
95,62,0.3846,0.6667,1,0.4118,0,-1,0,1,46.76
95,63,0.6,1.0,1,0.3889,0,-3,0,1,49.33
95,64,0.2308,0.9167,1,0.2917,0,-3,0,0,31.08
95,65,0.4167,1.0,1,0.7778,0,-1,0,0,51.33
95,66,0.4737,1.0,1,0.2917,0,-1,0,0,38.69
95,67,0.2857,0.8571,1,0.35,0,-3,0,0,32.69
95,68,0.2,1.1667,1,0.4118,0,0,0,1,43.5
95,69,0.32,0.9167,1,0.7,0,0,0,0,46.45
95,70,0.2273,0.9,1,1.0,0,-3,1,0,41.8
95,71,0.2857,0.875,1,0.4667,0,-4,0,0,31.91
95,72,0.3529,1.0,1,0.5385,0,-2,0,0,38.87
95,73,0.7778,2.4,1,0.35,0,-2,1,0,58.67
95,74,0.3478,0.8,1,0.5833,0,-4,1,0,41.01
95,75,0.35,0.6667,1,0.3889,0,-1,0,1,47.39
95,76,0.3333,1.1111,1,0.35,0,0,0,1,47.75
95,77,0.1905,0.7,1,0.6364,0,-4,0,0,34.5
95,78,0.4,1.2857,1,0.6364,1,0,0,0,53.21
95,79,0.5385,1.3333,1,0.35,0,-3,0,0,39.26
95,80,0.3529,1.125,1,0.3043,0,-2,0,0,40.38
96,1,0.3571,1.375,1,0.8947,0,1,0,0,43.49
96,2,0.3077,1.1667,0,0.85,0,-1,0,0,23.47
96,3,0.3333,1.2222,1,0.8095,0,2,0,0,37.8
96,4,0.625,1.75,0,1.0,0,3,1,0,42.05
96,5,0.375,1.4286,0,1.0,0,3,1,0,41.05
96,6,0.3333,1.1111,0,0.7391,0,3,0,0,26.76
96,7,0.375,1.375,1,1.0,0,3,0,0,51.13
96,8,0.44,1.4,1,1.0,0,-1,0,0,52.26
96,9,0.3158,1.0,1,1.0,0,-1,0,0,47.59
96,10,0.4667,1.2222,1,1.0,0,1,0,0,50.76
96,11,0.2143,0.875,0,1.0,0,2,0,0,32.51
96,12,0.1538,1.1429,1,1.0,0,3,0,0,37.7
96,13,0.1176,0.4,0,0.8947,0,2,0,0,22.47
96,14,0.4545,1.5714,1,0.7727,0,0,0,0,52.64
96,15,0.1154,0.4,0,1.0,1,1,0,0,32.46
96,16,0.1765,0.4444,0,0.7391,0,3,0,0,20.25
96,17,0.4286,1.375,1,1.0,0,2,1,0,57.54
96,18,0.4091,1.4,1,1.0,0,-1,1,0,57.14
96,19,0.3529,1.2222,1,1.0,0,3,1,0,43.63
96,20,0.5,2.0,1,1.0,0,2,0,0,52.88
96,21,0.2727,1.1,1,0.7391,0,1,0,0,47.5
96,22,0.3889,1.375,0,1.0,0,0,0,1,44.92
96,23,0.3571,1.8333,0,0.9444,0,3,1,0,37.15
96,24,0.2,0.5714,0,1.0,0,3,0,0,22.23
96,25,0.4545,1.0,0,1.0,0,0,0,0,42.98
96,26,0.3043,1.1667,1,0.9444,0,1,1,0,49.16
96,27,0.5385,2.0,1,1.0,0,-1,0,0,55.99
96,28,0.3333,1.1667,1,1.0,0,3,0,0,34.1
96,29,0.6923,2.3333,0,1.0,0,1,0,0,47.89
96,30,0.3333,1.1429,0,0.9444,0,0,0,1,41.96
96,31,0.1429,0.5714,0,0.68,1,-1,0,0,34.36
96,32,0.0556,0.5,0,1.0,0,2,0,0,25.57
96,33,0.375,1.375,1,0.8947,0,1,0,0,47.33
96,34,0.4545,1.5714,1,1.0,0,1,0,0,57.53
96,35,0.2778,1.1,1,1.0,0,3,0,0,37.72
96,36,0.3846,1.0769,1,1.0,0,0,0,0,54.03
96,37,0.2,0.5714,0,1.0,0,-1,1,1,30.69
96,38,0.2667,1.1,0,1.0,0,3,0,0,31.5
96,39,0.1875,0.8889,0,0.7083,0,1,0,0,26.32
96,40,0.0714,0.5,0,1.0,0,0,0,0,33.25
96,41,0.3529,1.375,1,0.8095,0,3,0,0,48.67
96,42,0.2857,0.7778,0,1.0,0,1,0,0,26.74
96,43,0.5385,1.375,1,1.0,0,0,0,0,57.06
96,44,0.3846,1.75,1,1.0,0,3,1,0,47.25
96,45,0.3158,1.375,0,0.85,0,2,0,1,33.44
96,46,0.4444,1.5556,1,1.0,0,1,0,0,41.72
96,47,0.2941,1.375,1,1.0,0,3,0,0,41.56
96,48,0.1053,0.7,1,1.0,0,2,0,0,38.14
96,49,0.1818,0.6667,0,1.0,0,1,0,0,31.02
96,50,0.2222,1.2222,0,0.85,0,-1,0,0,32.74
96,51,0.15,0.7,0,1.0,0,0,0,0,37.15
96,52,0.3846,1.375,1,1.0,0,3,0,0,44.98
96,53,0.4,1.75,1,0.68,0,2,1,0,46.47
96,54,0.1429,0.7273,1,1.0,0,3,0,0,42.29
96,55,0.3077,1.0,0,1.0,0,2,0,0,37.28
96,56,0.3846,1.5714,1,1.0,0,3,1,0,51.05
96,57,0.1538,0.6667,0,1.0,1,2,0,0,33.15
96,58,0.4,1.75,1,0.68,0,3,1,0,47.18
96,59,0.3889,1.75,1,1.0,0,0,0,0,46.26
96,60,0.3684,0.9167,0,1.0,0,1,0,0,35.68
96,61,0.2727,1.4,0,1.0,0,2,1,0,33.84
96,62,0.3077,1.3333,0,1.0,0,2,1,0,34.84
96,63,0.6,2.0,1,0.9444,0,0,1,0,63.69
96,64,0.3462,0.9167,1,0.7083,0,0,0,0,40.16
96,65,0.1667,0.5714,0,1.0,0,2,0,0,27.28
96,66,0.3684,1.2222,1,0.7083,0,2,0,0,44.83
96,67,0.2857,1.1429,1,0.85,0,0,1,0,45.42
96,68,0.5,1.8333,1,1.0,0,3,0,0,49.5
96,69,0.32,1.1667,0,1.0,0,3,1,0,30.6
96,70,0.3182,1.4,1,1.0,0,0,0,0,49.56
96,71,0.3571,1.375,1,1.0,0,-1,1,0,57.25
96,72,0.3529,1.1,1,1.0,0,1,0,1,59.95
96,73,0.4444,1.4,0,0.85,1,1,0,0,45.94
96,74,0.4348,1.4,1,1.0,1,-1,0,0,52.77
96,75,0.3,1.2222,0,0.9444,0,2,1,0,38.5
96,76,0.3889,1.2222,1,0.85,0,3,0,0,46.34
96,77,0.3333,1.1,0,1.0,0,-1,0,0,38.8
96,78,0.1333,0.5714,0,1.0,0,3,0,0,21.21
96,79,0.1923,0.8333,0,0.85,0,0,0,1,37.89
96,80,0.2941,1.375,1,0.7391,0,1,0,1,46.37
97,1,0.2857,0.875,0,1.0,1,2,0,0,42.21
97,2,0.4615,2.1667,1,1.0,0,0,0,0,51.55
97,3,0.4167,1.7778,1,1.0,0,3,0,1,49.09
97,4,0.1875,0.5,0,1.0,0,4,0,1,28.48
97,5,0.8125,2.2857,1,1.0,0,4,0,0,60.02
97,6,0.4167,1.3333,1,1.0,0,4,0,0,40.75
97,7,0.375,1.875,0,1.0,0,4,0,0,33.96
97,8,0.4,1.5,1,1.0,0,0,0,0,54.23
97,9,0.4211,1.4,1,1.0,0,0,0,0,62.9
97,10,0.5333,2.3333,1,1.0,1,2,0,0,62.63
97,11,0.3571,1.5,1,1.0,0,3,0,0,41.88
97,12,0.1538,1.1429,0,1.0,0,4,0,0,19.83
97,13,0.4118,1.4,1,1.0,0,3,0,0,54.43
97,14,0.2727,1.0,0,1.0,0,1,0,0,32.44
97,15,0.3462,1.4,1,1.0,0,2,0,1,42.95
97,16,0.6471,1.8889,1,1.0,0,4,0,0,57.12
97,17,0.4286,1.5,0,1.0,0,3,0,0,34.81
97,18,0.2727,1.1,1,1.0,0,0,0,1,56.39
97,19,0.6471,2.3333,1,1.0,0,4,0,0,48.22
97,20,0.0833,0.5714,0,1.0,0,3,1,0,25.89
97,21,0.4545,2.0,1,1.0,0,2,0,0,49.16
97,22,0.3333,0.875,0,1.0,0,1,0,0,29.81
97,23,0.5,1.8333,0,1.0,1,4,0,1,46.57
97,24,0.4,1.5714,1,1.0,0,4,0,0,41.81
97,25,0.3636,0.7143,1,1.0,0,1,0,0,57.45
97,26,0.3913,1.6667,1,1.0,0,2,0,0,51.17
97,27,0.2308,1.0,1,1.0,0,0,0,0,48.78
97,28,0.25,0.6667,0,1.0,0,4,0,1,31.77
97,29,0.1538,1.1667,0,1.0,0,2,0,0,22.29
97,30,0.2667,0.7143,1,1.0,0,1,0,0,43.46
97,31,0.4286,1.5714,1,1.0,0,0,1,0,57.0
97,32,0.6667,2.125,1,1.0,0,3,0,0,59.84
97,33,0.4375,2.0,1,1.0,0,2,0,0,52.05
97,34,0.3636,1.1429,1,1.0,0,2,1,0,58.11
97,35,0.5556,2.1,1,1.0,0,4,1,0,57.04
97,36,0.3077,1.2308,1,1.0,0,1,0,0,43.29
97,37,0.4,1.7143,1,1.0,0,0,0,0,51.68
97,38,0.2,1.1,1,1.0,0,4,0,0,40.2
97,39,0.5,1.7778,1,1.0,0,2,0,1,56.56
97,40,0.4286,1.625,1,1.0,0,1,0,0,47.98
97,41,0.2941,0.875,1,1.0,0,4,0,0,40.03
97,42,0.4286,1.4444,1,1.0,0,2,0,0,50.92
97,43,0.3077,0.875,0,1.0,0,1,0,0,39.44
97,44,0.3846,1.5,0,1.0,0,4,0,0,35.63
97,45,0.3158,0.875,0,1.0,0,3,0,0,26.89
97,46,0.2222,0.8889,0,1.0,0,2,1,0,33.7
97,47,0.4118,1.375,1,1.0,0,4,0,0,44.26
97,48,0.3684,1.3,1,1.0,0,3,0,0,41.05
97,49,0.3636,1.5,1,1.0,0,2,0,0,43.97
97,50,0.5,1.3333,1,1.0,0,0,0,0,59.59
97,51,0.45,1.7,1,1.0,0,1,0,1,61.83
97,52,0.4615,1.75,1,1.0,0,4,1,0,60.75
97,53,0.4,1.375,0,1.0,0,3,0,1,36.4
97,54,0.4286,1.4545,1,1.0,0,4,0,0,42.65
97,55,0.3846,1.125,1,1.0,0,3,1,0,47.31
97,56,0.2308,1.0,1,1.0,0,4,0,0,44.31
97,57,0.2308,1.3333,0,1.0,0,3,0,0,28.27
97,58,0.2,1.0,0,1.0,0,4,0,1,26.16
97,59,0.2778,0.875,0,1.0,0,1,1,0,35.19
97,60,0.3158,1.0,1,1.0,0,2,0,1,43.53
97,61,0.3636,1.4,1,1.0,0,3,0,0,46.62
97,62,0.7692,2.1667,1,1.0,0,3,0,0,66.19
97,63,0.4,1.5714,1,1.0,0,1,0,0,46.34
97,64,0.2308,0.9167,1,1.0,0,1,0,0,41.96
97,65,0.5833,1.5714,0,1.0,0,3,0,0,47.08
97,66,0.5263,1.7778,1,1.0,0,3,0,1,55.85
97,67,0.3571,1.2857,1,1.0,0,1,0,0,48.65
97,68,0.4,1.1667,0,1.0,0,4,0,0,34.34
97,69,0.28,1.0,1,1.0,0,4,0,0,35.68
97,70,0.1818,0.7,0,1.0,0,1,1,0,26.13
97,71,0.3571,1.875,1,1.0,0,0,0,0,44.13
97,72,0.4118,1.1,0,1.0,0,2,0,0,35.69
97,73,0.4444,1.6,0,1.0,0,2,1,0,44.58
97,74,0.3043,1.2,1,1.0,0,0,1,1,50.23
97,75,0.5,1.3333,1,1.0,0,3,0,0,46.33
97,76,0.5,1.8889,1,1.0,0,4,0,0,48.6
97,77,0.4286,1.2,1,1.0,0,0,0,0,54.17
97,78,0.5333,2.1429,0,1.0,0,4,0,1,38.39
97,79,0.3462,1.6667,1,1.0,0,1,0,0,53.19
97,80,0.3529,1.375,0,1.0,0,2,0,0,34.3
98,1,0.3571,1.5,0,1.0,0,-2,1,0,39.51
98,2,0.3846,2.3333,1,1.0,1,-4,0,0,53.89
98,3,0.375,1.3333,1,1.0,0,-1,1,0,57.33
98,4,0.1875,0.625,0,1.0,0,0,0,0,24.39
98,5,0.5,1.7143,1,1.0,1,0,0,0,67.17
98,6,0.3333,1.3333,1,1.0,0,0,1,1,57.55
98,7,0.125,0.625,0,1.0,0,0,1,0,36.6
98,8,0.32,1.4,1,1.0,0,-4,0,0,48.36
98,9,0.4737,2.2,1,1.0,0,-4,1,1,54.99
98,10,0.2667,1.2222,1,1.0,0,-2,0,0,48.42
98,11,0.5714,1.5,1,1.0,0,-1,0,1,59.2
98,12,0.1538,1.0,0,1.0,0,0,1,0,41.47
98,13,0.2941,1.3,1,1.0,0,-1,0,0,49.29
98,14,0.1818,1.0,0,1.0,0,-3,1,1,40.72
98,15,0.3846,1.8,1,1.0,0,-2,0,0,51.84
98,16,0.2941,1.6667,1,1.0,0,0,0,0,52.04
98,17,0.1905,0.875,0,1.0,0,-1,0,0,26.82
98,18,0.2273,1.0,1,1.0,0,-4,0,0,43.08
98,19,0.1176,0.8889,1,1.0,0,0,0,0,40.42
98,20,0.0833,0.7143,0,1.0,0,-1,0,1,29.0
98,21,0.2273,0.9,1,1.0,0,-2,0,1,49.07
98,22,0.3889,1.5,0,1.0,0,-3,1,0,36.55
98,23,0.2857,1.1667,0,1.0,0,0,0,0,40.73
98,24,0.3,1.4286,1,1.0,0,0,0,0,52.61
98,25,0.5455,1.4286,1,1.0,0,-3,0,0,54.12
98,26,0.2609,1.1667,1,1.0,0,-2,0,0,39.79
98,27,0.1538,1.4286,1,1.0,0,-4,0,0,38.35
98,28,0.25,0.8333,0,1.0,0,0,1,0,37.04
98,29,0.0769,0.8333,0,1.0,1,-2,0,0,36.92
98,30,0.2667,1.1429,1,1.0,0,-3,0,0,43.13
98,31,0.4286,1.7143,1,0.96,0,-4,0,0,49.02
98,32,0.5556,2.375,1,1.0,0,-1,0,0,61.24
98,33,0.3125,1.125,1,1.0,1,-2,1,0,58.94
98,34,0.2727,1.4286,1,1.0,0,-2,0,0,38.9
98,35,0.3889,1.7,1,1.0,0,0,0,0,53.8
98,36,0.3846,1.6923,1,1.0,0,-3,1,0,49.87
98,37,0.6667,2.7143,1,1.0,0,-4,0,0,60.2
98,38,0.1333,1.0,1,1.0,0,0,0,1,47.38
98,39,0.5,1.7778,1,1.0,0,-2,0,0,55.38
98,40,0.5,2.125,1,1.0,0,-3,0,0,50.84
98,41,0.2353,1.875,1,1.0,0,0,0,0,51.82
98,42,0.6667,2.6667,1,1.0,0,-2,1,1,67.12
